"id","admin_report_id","parameter_name","label","data_type","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by","query_parameter","input_field_type","option_type","option","order_no"
"36","13","vertical_name","Vertical Name","string","2025-08-04 09:20:15.311934","","","1","","","###VerticalName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct vertical_name as label from vr_org_vertical_department) a) as t order by sort_order, label""}",""
"201","20","employeeName","employeeName","string","2025-08-26 12:21:11.023111","","","1","","","###EmployeeName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct manager_name as label from vr_user_hierarchy_raw) a) as t order by sort_order, label""}",""
"202","20","managerName","Manager Name","string","2025-08-26 12:21:11.023111","","","1","","","###ManagerName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct employee_name as label from vr_user_hierarchy_raw) a) as t order by sort_order, label""}",""
"203","20","hierarchy","Hierarchy","string","2025-08-26 12:21:11.023111","","","1","","","###Hierarchy###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct hierarchy as label from vr_user_hierarchy_raw) a) as t order by sort_order, label""}",""
"38","16","userName","User Name","string","2025-11-27 11:00:38.404698","","","1","","","###UserName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct user_name as label from fr_user_permission_info(NULL, NULL, NULL, NULL)) a) as t order by sort_order, label""}",""
"39","16","userEmail","User Email","string","2025-11-27 11:00:38.404698","","","1","","","###UserEmail###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct user_email as label from fr_user_permission_info(NULL, NULL, NULL, NULL)) a) as t order by sort_order, label""}",""
"40","16","permittedFunctionName","Permitted Function Name","string","2025-11-27 11:00:38.404698","","","1","","","###PermittedFunctionName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct permitted_function_name as label from fr_user_permission_info(NULL, NULL, NULL, NULL)) a) as t order by sort_order, label""}",""
"41","16","permittedActionName","Permitted Action Name","string","2025-11-27 11:00:38.404698","","","1","","","###PermittedActionName###","SelectBox","query","{""raw_query"":""select label, value, sort_order from (select 'All' as label, '#99#' as value, 0 as sort_order union select label, label as value, ROW_NUMBER () OVER (ORDER BY label) as sort_order from (select distinct permitted_action_name as label from fr_user_permission_info(NULL, NULL, NULL, NULL)) a) as t order by sort_order, label""}",""
"204","21","companyId","Company ID","number","2026-05-08 12:02:18.92567","2026-05-08 12:02:18.92567","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"205","21","policyType","Policy Type","string","2026-05-08 12:02:18.92567","2026-05-08 12:02:18.92567","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"206","21","policyPeriodStart","Policy Period Start","date","2026-05-08 12:02:18.92567","2026-05-08 12:02:18.92567","","SYSTEM","SYSTEM","","###policyPeriodStart###","input","none","{}","3"
"207","21","policyPeriodEnd","Policy Period End","date","2026-05-08 12:02:18.92567","2026-05-08 12:02:18.92567","","SYSTEM","SYSTEM","","###policyPeriodEnd###","input","none","{}","4"
"208","22","companyId","Company ID","number","2026-05-08 12:02:49.480869","2026-05-08 12:02:49.480869","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"209","22","policyType","Policy Type","string","2026-05-08 12:02:49.480869","2026-05-08 12:02:49.480869","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"210","23","companyId","Company ID","number","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"211","23","policyType","Policy Type","string","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"212","23","startDate","Start Date","date","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###startDate###","input","none","{}","3"
"213","23","endDate","End Date","date","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###endDate###","input","none","{}","4"
"214","23","claimType","Claim Type","string","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###claimType###","input","none","{}","5"
"215","23","claimStatus","Claim Status","string","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###claimStatus###","input","none","{}","6"
"216","23","memberType","Member Type","string","2026-05-08 12:03:17.876687","2026-05-08 12:03:17.876687","","SYSTEM","SYSTEM","","###memberType###","input","none","{}","7"
"217","24","policyId","Policy ID","number","2026-05-08 12:03:43.680983","2026-05-08 12:03:43.680983","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","1"
"218","25","companyId","Company ID","number","2026-05-08 12:04:03.096693","2026-05-08 12:04:03.096693","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"219","25","policyType","Policy Type","string","2026-05-08 12:04:03.096693","2026-05-08 12:04:03.096693","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"220","26","companyId","Company ID","number","2026-05-08 12:04:29.721841","2026-05-08 12:04:29.721841","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"221","26","policyType","Policy Type","string","2026-05-08 12:04:29.721841","2026-05-08 12:04:29.721841","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"223","26","policyPeriodEnd","Policy Period End","date","2026-05-08 12:04:29.721841","2026-05-08 12:04:29.721841","","SYSTEM","SYSTEM","","###policyPeriodEnd###","input","none","{}","4"
"224","27","companyId","Company ID","number","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"225","27","policyType","Policy Type","string","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###policyType###","input","none","{}","2"
"226","27","policyPeriodStart","Policy Period Start","date","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###policyPeriodStart###","input","none","{}","3"
"227","27","policyPeriodEnd","Policy Period End","date","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###policyPeriodEnd###","input","none","{}","4"
"228","27","claimType","Claim Type","string","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###claimType###","input","none","{}","5"
"229","27","claimStatus","Claim Status","string","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###claimStatus###","input","none","{}","6"
"230","27","memberType","Member Type","string","2026-05-08 12:04:47.227841","2026-05-08 12:04:47.227841","","SYSTEM","SYSTEM","","###memberType###","input","none","{}","7"
"231","28","policyId","Policy ID","number","2026-05-08 12:05:08.299731","2026-05-08 12:05:08.299731","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","1"
"232","29","policyId","Policy ID","number","2026-05-08 12:05:23.976083","2026-05-08 12:05:23.976083","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","1"
"233","30","companyId","Company ID","number","2026-05-08 12:05:38.20827","2026-05-08 12:05:38.20827","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","1"
"234","30","policyId","Policy ID","number","2026-05-08 12:05:38.20827","2026-05-08 12:05:38.20827","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","2"
"235","31","policyId","Policy ID","number","2026-05-08 12:06:13.348584","2026-05-08 12:06:13.348584","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","1"
"236","31","claimStatus","Claim Status","string","2026-05-08 12:06:13.348584","2026-05-08 12:06:13.348584","","SYSTEM","SYSTEM","","###claimStatus###","input","none","{}","2"
"237","31","claimType","Claim Type","string","2026-05-08 12:06:13.348584","2026-05-08 12:06:13.348584","","SYSTEM","SYSTEM","","###claimType###","input","none","{}","3"
"238","31","startYear","Start Year","string","2026-05-08 12:06:13.348584","2026-05-08 12:06:13.348584","","SYSTEM","SYSTEM","","###startYear###","input","none","{}","4"
"284","31","employeeId","Employee ID","number","2026-05-11 13:29:41.783226","2026-05-11 13:29:41.783226","","SYSTEM","SYSTEM","","###employeeId###","input","none","{}","7"
"241","32","policyId","Policy ID","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","###policyId###","input","none","{}","1"
"242","32","companyId","Company ID","number","2026-05-08 12:06:29.443626","2026-05-08 12:06:29.443626","","SYSTEM","SYSTEM","","###companyId###","input","none","{}","2"
