Policy_Type_ID,Policy_Type,Cover_Name,Cover_Type_Name,Cover_Sequence,Mandatory,Input_Type,Org.
20309,Accident,,,,,,
20303,Accident,,,,,,
18554,Accident Guard Plus – Protect,Personal Accident,Basic,1,Yes,TEXTAREA,IIRM India
18554,Accident Guard Plus – Protect,Others,Asset,2,No,TEXTAREA,IIRM India
20887,Accident Guard Plus – Protect,,,,,,
18544,Agricultural Pumpset Insurance Policy (Micro),Micro / Agriculture,Basic,1,Yes,TEXTAREA,IIRM India
18544,Agricultural Pumpset Insurance Policy (Micro),Others,Asset,2,No,TEXTAREA,IIRM India
20878,Agricultural Pumpset Insurance Policy (Micro),,,,,,
3203,All Risk Policy,Nature of property to be covered,Asset,1,Yes,TEXTAREA,IIRM India
3203,All Risk Policy,Total Sum Insured,Asset,2,Yes,TEXTAREA,IIRM India
3203,All Risk Policy,"Fire & Allied Perils, Inclusive of Earthquake",Basic,3,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Burglary with Theft extension,Basic,4,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Electrical & Mechanical Breakdown,Basic,5,Yes,TEXT,IIRM India
3203,All Risk Policy,Accidental Damage,Add On,6,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,RSMD,Add On,7,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Terrorism,Basic,8,Yes,TEXT,IIRM India
3203,All Risk Policy,Coverage whilst in transit as accompanied baggage,Add On,9,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Basis of valuation,Asset,10,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Geographical Limit,Basic,11,Yes,DROPDOWN,IIRM India
3203,All Risk Policy,Excess/Deductible,Deductable / copay,12,Yes,TEXTAREA,IIRM India
3203,All Risk Policy,Claim Status incl Nature of claims,Asset,13,Yes,TEXTAREA,IIRM India
3203,All Risk Policy,Waiver of Under Insurance,Add On,14,Yes,TEXTAREA,IIRM India
3203,All Risk Policy,Terms & Conditions,Add On,15,Yes,TEXTAREA,IIRM India
20769,All_Risk_Insurance,,,,,,
20304,Aviation,,,,,,
20310,Aviation,,,,,,
18167,Aviation Hull All Risk Insurance,Sum Insured,Asset,1,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Aircraft Model,Asset,2,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Year of Mfg,Asset,3,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Reg. No. / MSN,Asset,4,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Declared Seating Capacity,Asset,5,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Aircraft & Engine Value Equipment Value,Asset,6,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Engine Sr. No,Asset,7,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Engine Type,Asset,8,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Passenger Liability,Add On,9,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Geographical Limits,Asset,10,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Third Party Legal Liability (Bodily Injury / Property Damage / Personal Injury),Add On,11,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Other Terms and Conditions,Add On,12,Yes,TEXTAREA,IIRM India
18167,Aviation Hull All Risk Insurance,Deductibles,Asset,13,Yes,TEXTAREA,IIRM India
18591,Aviation Hull War & Allied Risks Insurance,Aviation – Hull / War,Basic,1,Yes,TEXTAREA,IIRM India
18591,Aviation Hull War & Allied Risks Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20911,Aviation Hull War & Allied Risks Insurance,,,,,,
18551,Baggage Insurance,Travel – Baggage,Basic,1,Yes,TEXTAREA,IIRM India
18551,Baggage Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20885,Baggage Insurance,,,,,,
18514,Bank Locker Protector Policy,Liability – Bank / Customer Property,Basic,1,Yes,TEXTAREA,IIRM India
18514,Bank Locker Protector Policy,Others,Asset,2,No,TEXTAREA,IIRM India
20675,Bank Locker Protector Policy,,,,,,
18509,Bankers Indemnity Insurance,Liability – Financial Institutions,Basic,1,Yes,TEXTAREA,IIRM India
18509,Bankers Indemnity Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20672,Bankers Indemnity Insurance,,,,,,
15001,Bharat Laghu Udyam Suraksha (BLUS),STFI,Basic,1,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Earthquake ,Basic,2,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),TERRORISM,Asset,3,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Nominated Surveyor and loss assessor Clause,Basic,4,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Designation of Property Clause,Basic,5,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Goods Held in Trust & Commission Clause,Basic,6,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Money,Basic,7,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),"Deeds, manuscripts and business books, plans, drawings, securiti es etc-",Basic,8,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),"Computer programmes, informati on limited to cost of material and clericallabour",Basic,9,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),"Personal eff ects of employees, Directors and visitors upto `15,000 (RupeesFift een Thousand) per person for a maximum of 20 persons during thepolicy period.",Basic,10,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),"Additi ons, Alterati ons, Extensions",Basic,11,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Temporary Removal of Stocks,Basic,12,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Start up Expenses,Basic,13,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),"Professional Fees - towards architect, surveyor, consulti ng engineer fees",Basic,14,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Clearance and removal of Debris clause,Basic,15,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Costs compelled by Municipal Regulati ons,Basic,16,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Waiver of Underinsurance,Basic,17,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Stocks on Floater basis,Basic,18,Yes,TEXTAREA,IIRM India
15001,Bharat Laghu Udyam Suraksha (BLUS),Other Terms,Basic,19,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),STFI,Basic,1,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Earthquake ,Basic,2,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),TERRORISM,Asset,3,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Nominated Surveyor and loss assessor Clause,Basic,4,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Designation of Property Clause,Basic,5,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Goods Held in Trust & Commission Clause,Basic,6,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Money,Basic,7,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),"Deeds, manuscripts and business books, plans, drawings, securiti es etc-",Basic,8,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),"Computer programmes, informati on limited to cost of material and clericallabour",Basic,9,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),"Personal eff ects of employees, Directors and visitors upto `15,000 (RupeesFift een Thousand) per person for a maximum of 20 persons during thepolicy period.",Basic,10,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),"Additi ons, Alterati ons, Extensions",Basic,11,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Temporary Removal of Stocks,Basic,12,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Start up Expenses,Basic,13,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),"Professional Fees - towards architect, surveyor, consulti ng engineer fees",Basic,14,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Clearance and removal of Debris clause,Basic,15,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Costs compelled by Municipal Regulati ons,Basic,16,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Waiver of Underinsurance,Basic,17,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Stocks on Floater basis,Basic,18,Yes,TEXTAREA,IIRM India
15002,Bharat Sookshma Udyam Suraksha (BSUS),Other Terms,Basic,19,Yes,TEXTAREA,IIRM India
18563,Bharat Suraksha Bima – Kharif,Agriculture / Crop,Basic,1,Yes,TEXTAREA,IIRM India
18563,Bharat Suraksha Bima – Kharif,Others,Asset,2,No,TEXTAREA,IIRM India
20896,Bharat Suraksha Bima – Kharif,,,,,,
18570,Bharat Suraksha Bima – Rabi,Agriculture / Crop,Basic,1,Yes,TEXTAREA,IIRM India
18570,Bharat Suraksha Bima – Rabi,Others,Asset,2,No,TEXTAREA,IIRM India
20903,Bharat Suraksha Bima – Rabi,,,,,,
20764,Bharat_Laghu_Udyam_Suraksha,,,,,,
20767,Bharat_Sookshma_Udyam_Suraksha,,,,,,
20771,Bharat__Griha_Raksha,,,,,,
18580,Boiler & Pressure Plant Insurance,Engineering – Boiler & Pressure Plant,Basic,1,Yes,TEXTAREA,IIRM India
18580,Boiler & Pressure Plant Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20683,Boiler & Pressure Plant Insurance,,,,,,
30009,Boiler & pressure Vessels,Occupation,Asset,4,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Section I,Asset,6,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Description,Asset,7,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Boiler Value,Asset,8,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Own surrounding property,Asset,9,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Sub Total,Asset,10,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Section II,Asset,11,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Description,Asset,12,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Limit of Liability - Per event/ in the aggregate,Asset,13,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Grand Total,Asset,14,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Scope of Cover,Asset,15,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Section I,Asset,16,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Loss or Damage (other than by fire) to the Boilers and or other Pressure Plant,Basic,17,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Loss or Damage (other than by fire) caused by and solely due to explosion or collapse by any boiler or pressure vessel (described in the schedule) whilst in the course or ordinary working to surrounding property of the insured or to property held by the insured in trust or on commission or for which insured is responsible,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Section II,Asset,19,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Death of or bodily injury to any person (other than a person under a contract of service or apprenticeship with the Insured sustaining death or bodily injury which arises out of and in the course of employment with the Insured) caused by and solely due to explosion or collapse of any boiler or pressure vessel described in the Schedule whilst in the course or ordinary working,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Damage to property not belonging to the Insured nor held in trust or on commission nor for which insured is responsible caused by and solely due to explosion or collapse of any boiler or pressure vessel described in the Schedule whilst in the course or ordinary working,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Deductibles/ Excess,Basic,22,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,All other claims,Basic,23,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Premium LKR,Basic,24,Yes,TEXT,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Premium Exc. Taxes,Asset,25,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Premium including Taxes,Asset,26,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Warranties,Basic,27,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Conditions,Basic,28,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Exclusions,Basic,29,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Subjectivities,Basic,30,Yes,TEXTAREA,IIRM Sri Lanka
30009,Boiler & pressure Vessels,Past Claims,Basic,31,Yes,TEXTAREA,IIRM Sri Lanka
20311,Bond,,,,,,
20305,Bond,,,,,,
18521,Burglary & Housebreaking Insurance,Other terms & coverages,Basic,1,Yes,TEXTAREA,IIRM India
18521,Burglary & Housebreaking Insurance,Others,Asset,3,No,TEXTAREA,IIRM India
20860,Burglary & Housebreaking Insurance,,,,,,
4630,Burglary & Theft Insurance,Risk Locations,Asset,1,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Occupancy of each and every location,Asset,2,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Property To be covered,Asset,3,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Sum Insured for each and every location,Asset,4,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,RSMD,Add On,5,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Theft,Add On,6,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,First Loss Sum Insured or First Loss Percentage of Value of the Property,Add On,7,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Agreed Bank Clause,Add On,8,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Deductibles,Deductable / copay,9,Yes,TEXTAREA,IIRM India
4630,Burglary & Theft Insurance,Claim Status incl Nature of claims,Asset,10,Yes,TEXT,IIRM India
4630,Burglary & Theft Insurance,Goods held in Care/Trust/Custody,Add On,11,Yes,TEXT,IIRM India
4630,Burglary & Theft Insurance,First Loss basis Cover,Add On,12,Yes,TEXT,IIRM India
4630,Burglary & Theft Insurance,Terms & Conditions,Add On,13,Yes,TEXTAREA,IIRM India
30004,Business Interruption,Business Occupation  :,Asset,2,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Indemnity Period,Asset,5,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Risk Location 1,Asset,6,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Description,Asset,7,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Gross Profit,Asset,8,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Risk Location 2,Asset,9,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Description,Asset,10,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Gross Profit,Asset,11,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Risk Location 3,Asset,12,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Description,Asset,13,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Gross Profit,Asset,14,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Risk Location 4,Asset,15,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Description,Asset,16,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Gross Profit,Asset,17,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Risk Location 5,Asset,18,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Description,Asset,19,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Gross Profit,Asset,20,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Total Sum Insured of Location,Asset,21,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Scope of Cover,Asset,22,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,As per the Material Damage Policy (All Fire & allied perils),Basic,23,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Additional Clause,Basic,24,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Contingent Business Interruption,Basic,25,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Denial/ Prevention of Access,Basic,26,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Public utilities,Basic,27,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Specified suppliers,Basic,28,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Errors & Omissions,Basic,29,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Claims preparation costs,Basic,30,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Civil or Military Authority Clause,Basic,31,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Unnamed Customers Premises Extension,Basic,32,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Additional Increased Cost of Working,Basic,33,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Contagious and Infectious Diseases Extension,Basic,34,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Suicide murder,Basic,35,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Contaminated water,Basic,36,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Loss Payee Clause,Basic,37,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Specified Customers,Basic,38,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Deductibles/ Excess,Basic,39,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Riot & Strike & Civil Commotion,Basic,40,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Terrorism,Basic,41,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,All other claims,Basic,42,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Extensions,Asset,43,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Riot & Strike & Civil Commotion,Basic,44,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Premium LKR,Basic,45,Yes,TEXT,IIRM Sri Lanka
30004,Business Interruption,Basic,Asset,46,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Riot & Strike & Civil Commotion,Asset,47,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Terrorism,Asset,48,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Premium Exc. Taxes,Asset,49,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Premium including Taxes,Asset,50,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Warranties,Basic,51,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Conditions,Basic,52,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Exclusions,Basic,53,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Subjectivities,Basic,54,Yes,TEXTAREA,IIRM Sri Lanka
30004,Business Interruption,Past Claims,Basic,55,Yes,TEXTAREA,IIRM Sri Lanka
18576,Carriers Legal Liability Insurance,Liability – Transport Operators,Basic,1,Yes,TEXTAREA,IIRM India
18576,Carriers Legal Liability Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20679,Carriers Legal Liability Insurance,,,,,,
30045,Cattle Insurance,,,,,,
18537,Civil Engineering Completed Risks (CECR) / EAR,Engineering – Project Risks,Basic,1,Yes,TEXTAREA,IIRM India
18537,Civil Engineering Completed Risks (CECR) / EAR,Others,Asset,2,No,TEXTAREA,IIRM India
20677,Civil Engineering Completed Risks (CECR) / EAR,,,,,,
18604,Click 2 Protect Life Insurance,Life – Term,Basic,1,Yes,TEXTAREA,IIRM India
18604,Click 2 Protect Life Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20699,Click 2 Protect Life Insurance,,,,,,
15093,Clinical Trial Insurance,Clinical Trial,Basic,1,Yes,TEXTAREA,IIRM India
15093,Clinical Trial Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
15180,Club Evexia Membership,Wellness / Membership,Basic,1,Yes,TEXTAREA,IIRM India
15180,Club Evexia Membership,Others,Asset,2,No,TEXTAREA,IIRM India
18585,Commercial EF Class Policy,Motor – Commercial / Liability (specific class),Basic,1,Yes,TEXTAREA,IIRM India
18585,Commercial EF Class Policy,Others,Asset,2,No,TEXTAREA,IIRM India
20688,Commercial EF Class Policy,,,,,,
30001,Commercial Fire,Occupation,Asset,5,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,On Building including fixtures & fittings,Asset,6,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,On Furniture Fixtures & fittings,Asset,7,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,On office Equipment's,Asset,8,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,On Electronic equipment,Asset,9,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,On other Contents,Asset,10,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Total Sum Insured,Asset,11,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Fire and / or lightning,Basic,12,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Explosion,Basic,13,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Malicious Damage,Basic,14,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Impact Damage including own vehicles,Basic,15,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Aircraft damage,Basic,16,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,"Cyclone, Storm & Tempest",Basic,17,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Flood,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,"All other Natural Perils Including Earthquake, volcanic eruption, hurricane, typhoon, tornado, wind-storm, hailstorm, tsunami, tridal wave, thunderstorm, & rainstorm due to atmospheric disturbances",Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,"Landslide, Earth Slip & Rockside",Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Bursting & overflowing of water tanks pipes & apparatus,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Spontaneous Combustion,Basic,22,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Electrical Inclusion with Fire Mark,Basic,23,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Electrical Inclusion without Fire/burn marks,Basic,24,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Burglary,Basic,25,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Accidental Damage,Basic,26,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Extensions,Asset,27,Yes,TEXT,IIRM Sri Lanka
30001,Commercial Fire,Riot & Strike & Civil Commotion,Basic,28,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Terrorism,Basic,29,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Theft,Basic,30,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,"Loss or Damage due to Plate Glass due to Cyclone, Storm, Tempest, and other Natural Perils",Basic,31,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,"Loss or Damage due to Goods in open due to Cyclone, Storm,Tempest,Flood, Earthquake and other Natural Perils (including Name Board, Canopy , Lamppost Etc.)",Basic,32,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Additional Clauses,Asset,33,Yes,TEXT,IIRM Sri Lanka
30001,Commercial Fire,All other contents,Basic,34,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Alterations & Repairs,Basic,35,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Appraisement,Basic,36,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Architects’ & Surveyors’ & Consultant Engineers Fees,Basic,37,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Automatic Reinstatement of the Sum Insured,Basic,38,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Average relief Clause,Basic,39,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Brand & Label,Basic,40,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Breach of Condition,Basic,41,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Breach of Warranty,Basic,42,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Capital Addition,Basic,43,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Civil Authorities,Basic,44,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Contract price,Basic,45,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Cost of re erection,Basic,46,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Cost of recompiling records and claims preparation,Basic,47,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Customer Goods,Basic,48,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Description of property insured,Basic,49,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Designation of the Property,Basic,50,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Errors & Omissions,Basic,51,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Escalation,Basic,52,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Expediting Expenses (Inc. Air Freight),Basic,53,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Fire Brigade Clause,Basic,54,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Fire Extinguishing Cost,Basic,55,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Hazardous Goods,Basic,56,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Heating & Power,Basic,57,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Internal Removal,Basic,58,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Involuntary betterment Clause,Basic,59,Yes,TEXTAREA,IIRM Sri Lanka
30001,Commercial Fire,Loss Notification,Basic,60,Yes,TEXTAREA,IIRM Sri Lanka
