Policy_Type_ID,Policy_Type,Cover_Name,Cover_Type_Name,Cover_Sequence,Mandatory,Input_Type,Org.
18543,Erection All Risk (EAR),Terms & Conditions,Add On,71,Yes,TEXTAREA,IIRM India
18543,Erection All Risk (EAR),Excess/Deductibles,Add On,72,Yes,TEXTAREA,IIRM India
18543,Erection All Risk (EAR),Others,Asset,73,No,TEXTAREA,IIRM India
20877,Erection All Risk (EAR),,,,,,
18589,Errors & Omissions Insurance (E&O),Name of the Insured,Asset,1,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Communication  Address,Asset,2,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Occupancy Description,Asset,3,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Location of Risk,Asset,4,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Claims History,Asset,5,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Expiring Insurer & Policy No.,Asset,6,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Expiring Policy Period,Asset,7,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Renewal Policy Period,Asset,8,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Expiring Policy Premium,Asset,9,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Policy Type (Claims-Made Basis or Occurrence-Based),Asset,10,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Territory,Asset,11,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Jurisdiction,Asset,12,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Retroactive Date,Asset,13,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Limit of Liability/Indemnity,Asset,14,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Limit Any One Accident: Limit Any One Year (AOA:AOY),Asset,15,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Professional Liability,Basic,16,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Technological Products,Basic,17,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Libel and Slander,Basic,18,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Breach of Confidentiality,Basic,19,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),"Consultants, Sub-contractors and Agents",Basic,20,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Cross Liability Clause,Basic,21,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Inadvertent Negligence,Basic,22,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Right to Defend,Basic,23,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Risk Locations,Basic,24,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Defense Costs,Basic,25,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Additional Insured / Certificate of insurance,Basic,26,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Outgoing Principals,Basic,27,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Intellectual Property Rights,Basic,28,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Auto Acquisition Threshold,Basic,29,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Discovery Period,Basic,30,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Loss of data,Basic,31,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Joint Ventures,Basic,32,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),"Consultants, Sub-contractors and Agents",Basic,33,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Costs Inclusive Clause,Basic,34,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Defence costs on actuals,Basic,35,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Professional Negligence,Basic,36,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Breach of Intellectual Property,Basic,37,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Defamation including libel and slander,Basic,38,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Loss of documents / computer records including loss caused to computer records by virus and recreation/ replacement cost of documents and /or Computer Records,Basic,39,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Advancement of defense costs cover,Basic,40,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Emergency costs advancement,Basic,41,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Legal representation costs cover,Basic,42,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Vicarious liability,Basic,43,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Loss rectification and mitigation expenses,Basic,44,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Unauthorised Access cover,Basic,45,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),"Fraud and dishonesty of own employees, employees of contactors , sub contractors or outsourced employees",Basic,46,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Professional inquiries,Basic,47,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Pollution including cleanup cost,Basic,48,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Consequential losses.,Basic,49,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Fines and penalties including exemplary fines & Penalties.,Basic,50,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Court attendance expenses,Basic,51,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Personal & Advertising Liability.,Basic,52,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Investigation Cost.,Basic,53,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),"Additional Insured, wherever required by contract",Basic,54,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Defamation including libel and slander,Basic,55,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),"Waiver of subrogation, wherever required by contract",Basic,56,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Control Group clause,Basic,57,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Non cancellation clause,Basic,58,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Outstanding fees cover,Basic,59,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Other terms & covers,Basic,60,Yes,TEXTAREA,IIRM India
18589,Errors & Omissions Insurance (E&O),Excess/Deductibles,Basic,61,Yes,TEXTAREA,IIRM India
20909,Errors & Omissions Insurance (E&O),,,,,,
18596,Event Insurance / Special Event Liability Insurance,Specialty – Event Contingency,Basic,1,Yes,TEXTAREA,IIRM India
18596,Event Insurance / Special Event Liability Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20915,Event Insurance / Special Event Liability Insurance,,,,,,
30042,FIRE FLOATER POLICY,,,,,,
30019,Fidelity Guarantee,Business Occupation  :,Asset,2,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Description,Asset,6,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Per Event & in the aggregate,Asset,7,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Scope of Cover,Asset,8,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Indemnify the Insured against a direct pecuniary loss sustained by reason of any act of fraud/dishonesty committed by Insured person.,Basic,9,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Extensions,Asset,10,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Infidelity of Employees,Basic,11,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Probation/ Casual/ Contract / Freelance employees,Basic,12,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Excess/ Deductibles,Asset,13,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Deductibles,Basic,14,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Premium LKR,Asset,15,Yes,TEXT,IIRM Sri Lanka
30019,Fidelity Guarantee,Excluding Taxes,Asset,16,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Including Taxes,Asset,17,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Warranties,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Conditions,Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Exclusions,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Subjectivities,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
30019,Fidelity Guarantee,Past Claims,Basic,22,Yes,TEXTAREA,IIRM Sri Lanka
18516,Fidelity Guarantee Insurance,Sum Insured,Asset,1,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Cover to include permanent employees / temporary / contractual/off-roll employees,Asset,2,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Waiver of FIR,Asset,3,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Wavier for Final investigation report for settlement of claim,Asset,4,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Automatic reinstatement of sum insured,Asset,5,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Un-named Basis / Floater Basis,Asset,6,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Other terms & coverages,Basic,7,Yes,TEXTAREA,IIRM India
18516,Fidelity Guarantee Insurance,Deductibles,Basic,8,Yes,TEXTAREA,IIRM India
20858,Fidelity Guarantee Insurance,,,,,,
19033,Fire & Property,,,,,,
19023,Fire & Property,,,,,,
3211,Fire Insurance,Earthquake (Fire & Shock),Add On,1,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Storm, Tempest, Flood and Inundation (STFI) Tsunami",Basic,2,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Riot Strike Malicious Damage/SRCC,Basic,3,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Impact Damage due to any reason,Basic,4,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Boiler explosion and Machinery breakdown-Breakdown (Physical/ mechanical) due to failure of computer controlled equipment,Basic,5,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Removal of Debris including external debris & foreign debris,Basic,6,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Reinstatement Value Clause (other than stocks),Basic,7,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Local Authorities Clause,Basic,8,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,72 hours clause,Basis of SI,9,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Omission to Insure Additions, Alterations or Extensions Clause - 5% of BMA sum insured ",Add On,10,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Escalation Clause – 5% of MD sum insured,Add On,11,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Goods held in trust Clause /Care, Custody and control of property/commission - Does the SI include the electrical works",Add On,12,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Trace and Access/Exploratory Cost ,Add On,13,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Leak Search and Finding Cost,Add On,14,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Loss Minimisation Expenses,Add On,15,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Leakage and contamination ,Add On,16,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Spoilage and Material Damage cover for Plant and Machinery ,Add On,17,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Start Up & Shutdown Expenses ,Add On,18,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Protection & preservation of property /Sue & Labour ,Add On,19,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Leakage & overflowing cover,Add On,20,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Expediting Expenses Including Air Freight and Express Frieght/ Extra Expense Cover,Add On,21,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Fire Fighting Expenses/Fire extinguishing & foam consumption expenses ,Add On,22,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Temporary Removal (excluding stocks) /property not an insured's premises or offsite storage ,Add On,23,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Preparation of Lost Records/valuable documents & records clause/cost of rewriting records clause ,Add On,24,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Destruction of sound property ,Add On,25,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Inadvertent Errors & Omissions Clause/Non- Invalidation /mis-decription Clause,Add On,26,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Claim Preparation costs (for both sections: MD & BI),Add On,27,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Temporary repairs Clause,Add On,28,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Waiver of Subrogation Clause,Add On,29,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Automatic Re-Instatement Clause,Add On,30,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Obsolete Equipment/ spare parts Clause,Add On,31,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Goods held in trust Clause /Care, Custody and control of property/commission - Start up Expenses",Add On,32,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Cleaning up, decontamination and other costs ",Add On,33,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Minor works / Property In Course of Construction,Add On,34,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Testing & Commissioning,Add On,35,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Capital additions ,Add On,36,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Additional Customs Duty,Add On,37,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Margin Clause ,Add On,38,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Contract Price Insurance Clause,Add On,39,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Smoke Damage Clause,Add On,40,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Accidental Damage cover ,Add On,41,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Multiple Insured Clause,Add On,42,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Professional Fees ,Deductable / copay,43,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Immediate Repairs Clause,Anyothercovers,44,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Outbuilding Clause,Anyothercovers,45,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Brands / Trades/Labels Clause,Anyothercovers,46,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Electrical Apparatus Clause/Electrical Installation Clause,Basis of SI,47,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Demolition and Increased Cost of Construction ,Add On,48,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Waiver of underinsurance,Basic,49,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Non - Vitiation Clause,Basic,50,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Un-occupancy Clause ,Basic,51,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Green Clause ,Basic,52,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Leased Building/Plant & Machinery covered as per Temporary Removal Clause & 60 days for repair ,Basic,53,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Pair and set Clause ,Basic,54,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Original Equipment Manufacturer Parts Clause,Basic,55,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Sprinkler Upgradation cost ,Basis of SI,56,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Nominated Loss Adjusters Clause,Add On,57,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Payment on Account Clause ,Add On,58,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Agreed Bank Clause - Does the SI include the electrical works,Add On,59,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Primary & Non contributory Clause,Add On,60,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Leakage from Automatic Sprinkler installations,Add On,61,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Contract works,Add On,62,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Control of damaged goods/ property clause,Add On,63,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Undamaged Foundations,Add On,64,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Damage to Underground Services,Add On,65,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Involuntary betterment,Add On,66,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Modification cost for Incompatibility of equipment ,Add On,67,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Unoccupancy clause,Add On,68,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Inadvertent exclusion of assets,Add On,69,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Restoration of computer systems, records, plans & documents",Add On,70,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Capital Work in progress,Add On,71,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Any loss arising out of any Hired/leased machinery/equipment Placed under insured Property,Add On,72,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,"Cover for lubricant, oil, oil in transformers, machine foundations, refrigerants, etc",Add On,73,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Appraisement clause,Add On,74,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Accidental discharge of gas flooding system costs,Add On,75,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Un-repaired Damage Clause,Add On,76,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Technological Improvements ,Add On,77,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Agreed Bank Clause - Insurance Of Additional Expenses of  Rent For An Alternative Accommodation,Add On,78,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Designation of Property Clause,Add On,79,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Civil/Local Authorities Clause,Add On,80,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Additional Expenses of Rent for Alternative Accommodation,Add On,81,Yes,TEXTAREA,IIRM India
3211,Fire Insurance,Others,Asset,82,No,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Name of the Insured,Asset,1,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Communication  Address,Asset,2,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Occupancy Description,Asset,3,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Location of Risk,Asset,4,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Claims History,Asset,5,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Expiring Insurer & Policy No.,Asset,6,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Expiring Policy Period,Asset,7,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Renewal Policy Period,Asset,8,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Expiring Policy Premium,Asset,9,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Annual Gross Profit / Sum Insured,Basic,10,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Indemnity Period,Basic,11,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Earthquake (Fire and Shock),Basic,12,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),STFI,Basic,13,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Terrorism,Basic,14,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Auditors fees,Basic,15,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Basis of specification - Revenue basis,Basic,16,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Alternate basis clause,Basic,17,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Addition / difference basis to be specified,Basic,18,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Departmental clause,Basic,19,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Customers premises extension - Named basis for 20% of the Business Interruption Sum insured for FLEXA and AOG perils; 10% for unnamed basis,Basic,20,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Interdependency clause,Basic,21,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Prevention of access,Basic,22,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Additional increased cost of working,Basic,23,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Professional fees,Basic,24,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Dual Wages basis,Basic,25,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Layoff and retrenchment cover,Basic,26,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Public Utilities cover (Air/Water/Electricity),Basic,27,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Return of premium clause,Basic,28,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Other terms & covers,Basic,29,Yes,TEXTAREA,IIRM India
18586,Fire Loss of Profit Insurance (FLOP),Excess/Deductibles,Basic,30,Yes,TEXTAREA,IIRM India
20689,Fire Loss of Profit Insurance (FLOP),,,,,,
18561,Fire Mega Risk Policy,Property – Mega Risk,Basic,1,Yes,TEXTAREA,IIRM India
18561,Fire Mega Risk Policy,Others,Asset,2,No,TEXTAREA,IIRM India
20894,Fire Mega Risk Policy,,,,,,
18610,Fortune Guarantee Plus,Life – Guaranteed Savings,Basic,1,Yes,TEXTAREA,IIRM India
18610,Fortune Guarantee Plus,Others,Asset,2,No,TEXTAREA,IIRM India
20703,Fortune Guarantee Plus,,,,,,
30020,Freight forwarders Liability,Occupation,Asset,3,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Annual Turnover,Asset,4,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Limit of liability in the aggregate,Asset,7,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Third Party Liability,Asset,8,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Cargo Liability,Asset,9,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Professional Indemnity (errors & omissions),Asset,10,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Third Party Liability,Asset,11,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Scope of Cover,Asset,12,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Legal liability for loss or damage to Goods and/or merchandise whilst at the care custody or control of the participant or for which participant is responsible under a contract for carriage or forwarding,Basic,13,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Extensions,Asset,14,Yes,TEXT,IIRM Sri Lanka
30020,Freight forwarders Liability,Professional Indemnity (errors & omissions),Basic,15,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Loading & unloading damages,Basic,16,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Loss of Documents,Basic,17,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Jurisdication,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Geographical Limit,Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Past Claims,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30020,Freight forwarders Liability,Existing Insurer,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
20693,GROUP_TERM_INSURANCE,,,,,,
20694,GROUP_TERM_PLUS,,,,,,
19024,General Insurance,,,,,,
19034,General Insurance,,,,,,
30010,Glass Policy,Business Occupation  :,Asset,2,Yes,TEXT,IIRM Sri Lanka
30010,Glass Policy,Risk Location 1,Asset,5,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Description,Asset,6,Yes,TEXT,IIRM Sri Lanka
30010,Glass Policy,Plate Glass including Frams & Fittings,Asset,7,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Scope of Cover,Asset,8,Yes,TEXT,IIRM Sri Lanka
30010,Glass Policy,Any unforeseen sudden physical loss or damage to plate glass,Basic,9,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Extensions,Asset,10,Yes,TEXT,IIRM Sri Lanka
30010,Glass Policy,Riot & Strike & Civil Commotion,Basic,11,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Terrorism,Basic,12,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Deductibles/ Excess,Basic,13,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Riot & Strike & Civil Commotion,Basic,14,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Terrorism,Basic,15,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,All other,Basic,16,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Premium LKR,Basic,17,Yes,TEXT,IIRM Sri Lanka
30010,Glass Policy,Basic,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Riot & Strike & Civil Commotion,Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Terrorism,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Premium Exc. Taxes,Asset,21,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Premium including Taxes,Asset,22,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Warranties,Basic,23,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Conditions,Basic,24,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Exclusions,Basic,25,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Subjectivities,Basic,26,Yes,TEXTAREA,IIRM Sri Lanka
30010,Glass Policy,Past Claims,Basic,27,Yes,TEXTAREA,IIRM Sri Lanka
30021,Good In Transit,Mode of Conveyance,Asset,4,Yes,TEXT,IIRM Sri Lanka
30021,Good In Transit,Interest,Asset,5,Yes,TEXT,IIRM Sri Lanka
30021,Good In Transit,Sum Insured,Basic,6,Yes,TEXTAREA,IIRM Sri Lanka
30021,Good In Transit,Transit,Basic,7,Yes,TEXTAREA,IIRM Sri Lanka
30021,Good In Transit,Description,Asset,8,Yes,TEXT,IIRM Sri Lanka
30021,Good In Transit,Maximum limit per transit,Basic,9,Yes,TEXTAREA,IIRM Sri Lanka
