id,value_key,lookup_key,lookup_name,value,description,created_at,updated_at,created_by,updated_by,lookup_order,deleted_at,status,organisation_id
30082,GOODS_IN_TRANSIT,POLICY_TYPE_GOODS_IN_TRANSIT,POLICY_TYPE,Goods in transit,Goods in transit,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,12,,1,5
30083,MARINE_OPEN_COVER_INSURANCE,POLICY_TYPE_MARINE_OPEN_COVER_INSURANCE,POLICY_TYPE,Marine Open Cover Insurance,Marine Open Cover Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,13,,1,5
30084,FIDELITY_GUARANTEE_INSURANCE,POLICY_TYPE_FIDELITY_GUARANTEE_INSURANCE,POLICY_TYPE,Fidelity Guarantee Insurance,Fidelity Guarantee Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,14,,1,5
30085,WIBA,POLICY_TYPE_WIBA,POLICY_TYPE,WIBA,WIBA,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,15,,1,5
30086,WIBA_PLUS,POLICY_TYPE_WIBA_PLUS,POLICY_TYPE,WIBA PLUS,WIBA PLUS,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,16,,1,5
30087,COMMERCIAL_GENERAL_LIABILITY_INSURANCE_CGL,POLICY_TYPE_COMMERCIAL_GENERAL_LIABILITY_INSURANCE_CGL,POLICY_TYPE,Commercial General Liability Insurance (CGL),Commercial General Liability Insurance (CGL),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,17,,1,5
30088,GROUP_PERSONAL_ACCIDENT_POLICY,POLICY_TYPE_GROUP_PERSONAL_ACCIDENT_POLICY,POLICY_TYPE,Group Personal Accident Policy,Group Personal Accident Policy,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,18,,1,5
30089,PUBLIC_LIABILITY_INSURANCE,POLICY_TYPE_PUBLIC_LIABILITY_INSURANCE,POLICY_TYPE,Public Liability Insurance,Public Liability Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,19,,1,5
30090,PROFESSIONAL_INDEMNITY_INSURANCE_PI,POLICY_TYPE_PROFESSIONAL_INDEMNITY_INSURANCE_PI,POLICY_TYPE,Professional Indemnity Insurance (PI),Professional Indemnity Insurance (PI),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,20,,1,5
30091,MOTOR_PRIVATE_COMPREHENSIVE_INSURANCE,POLICY_TYPE_MOTOR_PRIVATE_COMPREHENSIVE_INSURANCE,POLICY_TYPE,Motor private comprehensive insurance,Motor private comprehensive insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,21,,1,5
30092,MOTOR_COMMERCIAL_VEHICLE_INSURANCE,POLICY_TYPE_MOTOR_COMMERCIAL_VEHICLE_INSURANCE,POLICY_TYPE,Motor Commercial Vehicle Insurance,Motor Commercial Vehicle Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,22,,1,5
30093,MOTOR_TWO_WHEELER_INSURANCE,POLICY_TYPE_MOTOR_TWO_WHEELER_INSURANCE,POLICY_TYPE,Motor Two Wheeler Insurance,Motor Two Wheeler Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,23,,1,5
30094,CUSTOMS_BOND,POLICY_TYPE_CUSTOMS_BOND,POLICY_TYPE,Customs Bond,Customs Bond,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,24,,1,5
30095,HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE_HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE,Health Family Floater Policy,Health Family Floater Policy,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,25,,1,5
30096,GROUP_TRAVEL_INSURANCE,POLICY_TYPE_GROUP_TRAVEL_INSURANCE,POLICY_TYPE,Group Travel Insurance,Group Travel Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,26,,1,5
30097,GROUP_TERM_LIFE_INSURANCE_GTL,POLICY_TYPE_GROUP_TERM_LIFE_INSURANCE_GTL,POLICY_TYPE,Group Term Life Insurance (GTL),Group Term Life Insurance (GTL),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,27,,1,5
30098,PERFORMANCE_SECURITY_BOND_INSURANCE,POLICY_TYPE_PERFORMANCE_SECURITY_BOND_INSURANCE,POLICY_TYPE,Performance Security Bond Insurance,Performance Security Bond Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,28,,1,5
30099,ADVANCE_PAYMENT_BOND,POLICY_TYPE_ADVANCE_PAYMENT_BOND,POLICY_TYPE,Advance Payment Bond,Advance Payment Bond,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,29,,1,5
30100,GROUP_INSURANCE_AND_PENSION,POLICY_TYPE_GROUP_INSURANCE_AND_PENSION,POLICY_TYPE,Group Insurance & Pension,Group Insurance & Pension,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,30,,1,5
30106,EMPLOYERS_LIABILITY,POLICY_TYPE_EMPLOYERS_LIABILITY,POLICY_TYPE,Employers Liability,Employers Liability,2026-02-26 15:10:34.414859+00,2026-02-26 15:10:34.414859+00,SYSTEM,SYSTEM,31,,1,5
30069,MACHINERY_BREAKDOWN_CONSEQUENTIAL_LOSS,POLICY_TYPE_MACHINERY_BREAKDOWN_CONSEQUENTIAL_LOSS,POLICY_TYPE,Machinery Breakdown consequential loss,Machinery Breakdown consequential loss,2026-02-26 14:00:58.524334+00,2026-02-26 14:00:58.524334+00,SYSTEM,SYSTEM,32,,1,5
30070,PLATE_GLASS,POLICY_TYPE_PLATE_GLASS,POLICY_TYPE,Plate Glass,Plate Glass,2026-02-26 14:13:18.757653+00,2026-02-26 14:13:18.757653+00,SYSTEM,SYSTEM,31,,1,5
