id,value_key,lookup_key,lookup_name,value,description,created_at,updated_at,created_by,updated_by,lookup_order,deleted_at,status,organisation_id
20876,PUBLIC_LIABILITY_INSURANCE_-_INDUSTRIAL,POLICY_TYPE_PUBLIC_LIABILITY_INSURANCE_-_INDUSTRIAL,POLICY_TYPE,Public Liability Insurance – Industrial,Public Liability Insurance - Industrial,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,228,,1,3
20696,IPROTECT_SMART,POLICY_TYPE_IPROTECT_SMART,POLICY_TYPE,iProtect Smart Life Insurance,IPROTECT SMART,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,288,,1,3
20899,SALES_TURNOVER_POLICY,POLICY_TYPE_SALES_TURNOVER_POLICY,POLICY_TYPE,Sales Turnover Insurance,Sales Turnover Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,253,,1,3
20666,INDIVIDUAL_HEALTH,POLICY_TYPE_INDIVIDUAL_HEALTH,POLICY_TYPE,INDIVIDUAL_HEALTH,INDIVIDUAL HEALTH,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,191,,1,3
20772,PUBLIC_LIABILITY_INSURANCE_-_ACT,POLICY_TYPE_PUBLIC_LIABILITY_INSURANCE_-_ACT,POLICY_TYPE,Public_Liability_Insurance_-_Act,Public Liability Insurance - Act,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,240,,1,3
20900,HOME_PACKAGE_POLICY,POLICY_TYPE_HOME_PACKAGE_POLICY,POLICY_TYPE,Home Package Insurance,Home Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,254,,1,3
20875,SUPER_TOP_UP_POLICY,POLICY_TYPE_SUPER_TOP_UP_POLICY,POLICY_TYPE,Super Top-Up Health Policy,Super Top Up Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,226,,1,3
20871,HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE_HEALTH_FAMILY_FLOATER_POLICY,POLICY_TYPE,Health Family Floater Policy,Health Family Floater Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,221,,1,3
20907,PUBLIC_LIABILITY_INSURANCE_-_NON_INDUSTRIAL,POLICY_TYPE_PUBLIC_LIABILITY_INSURANCE_-_NON_INDUSTRIAL,POLICY_TYPE,Public Liability Insurance – Non-Industrial,Public Liability Insurance - Non Industrial,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,261,,1,3
20897,JEWELLERS_BLOCK_INSURANCE,POLICY_TYPE_JEWELLERS_BLOCK_INSURANCE,POLICY_TYPE,Jewellers Block Insurance,Jewellers Block Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,251,,1,3
20917,PET_INSURANCE_POLICY,POLICY_TYPE_PET_INSURANCE_POLICY,POLICY_TYPE,Pet Insurance Policy,Pet Insurance Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,285,,1,3
20896,BSB_KHARIF,POLICY_TYPE_BSB_KHARIF,POLICY_TYPE,Bharat Suraksha Bima – Kharif,BSB Kharif,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,250,,1,3
20892,PLATE_GLASS_INSURANCE,POLICY_TYPE_PLATE_GLASS_INSURANCE,POLICY_TYPE,Plate Glass Insurance,Plate Glass Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,246,,1,3
20887,ACCIDENT_GUARD_PLUS-PROTECT,POLICY_TYPE_ACCIDENT_GUARD_PLUS-PROTECT,POLICY_TYPE,Accident Guard Plus – Protect,Accident Guard Plus-Protect,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,241,,1,3
20695,TERM_PLAN,POLICY_TYPE_TERM_PLAN,POLICY_TYPE,Term Life Insurance,TERM PLAN,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,287,,1,3
20690,DETERIORATION_OF_STOCKS,POLICY_TYPE_DETERIORATION_OF_STOCKS,POLICY_TYPE,Deterioration of Stocks Insurance,DETERIORATION OF STOCKS,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,274,,1,3
20694,GROUP_TERM_PLUS,POLICY_TYPE_GROUP_TERM_PLUS,POLICY_TYPE,GROUP_TERM_PLUS,GROUP TERM PLUS,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,299,,1,3
20704,LIFE_SANCHAY_PLUS,POLICY_TYPE_LIFE_SANCHAY_PLUS,POLICY_TYPE,Life Sanchay Plus,LIFE SANCHAY PLUS,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,298,,1,3
20890,SIGNAGE_INSURANCE,POLICY_TYPE_SIGNAGE_INSURANCE,POLICY_TYPE,Signage Insurance,Signage Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,244,,1,3
20894,FIRE_-_MEGA_RISK_POLICY,POLICY_TYPE_FIRE_-_MEGA_RISK_POLICY,POLICY_TYPE,Fire Mega Risk Policy,FIRE - MEGA RISK POLICY,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,248,,1,3
20886,PRIVATE_CAR_-_ELECTRIC,POLICY_TYPE_PRIVATE_CAR_-_ELECTRIC,POLICY_TYPE,Private Car Insurance – Electric Vehicle,PRIVATE CAR - ELECTRIC,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,239,,1,3
20691,LEGAL_LIABILITY,POLICY_TYPE_LEGAL_LIABILITY,POLICY_TYPE,Legal Liability Insurance,Legal Liability,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,281,,1,3
20914,STEVEDORES_LEGAL_LIABILITY,POLICY_TYPE_STEVEDORES_LEGAL_LIABILITY,POLICY_TYPE,Stevedores Legal Liability Insurance,Stevedores Legal Liability,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,282,,1,3
20693,GROUP_TERM_INSURANCE,POLICY_TYPE_GROUP_TERM_INSURANCE,POLICY_TYPE,GROUP_TERM_INSURANCE,GROUP TERM INSURANCE,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,296,,1,3
20883,HEALTH_PROTECTOR_PLUS,POLICY_TYPE_HEALTH_PROTECTOR_PLUS,POLICY_TYPE,Health Protector Plus Insurance,HEALTH PROTECTOR PLUS,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,236,,1,3
20915,EVENT_INSURANCE_POLICY,POLICY_TYPE_EVENT_INSURANCE_POLICY,POLICY_TYPE,Event Insurance / Special Event Liability Insurance,EVENT INSURANCE POLICY,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,283,,1,3
20909,ERRORS_AND_OMMISSIONS_INSURANCE,POLICY_TYPE_ERRORS_AND_OMMISSIONS_INSURANCE,POLICY_TYPE,Errors & Omissions Insurance (E&O),Errors and Ommissions Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,276,,1,3
20867,WORKMENS_COMPENSATION_POLICY,POLICY_TYPE_WORKMENS_COMPENSATION_POLICY,POLICY_TYPE,Workmen Compensation Insurance (WC),Workmens Compensation Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,217,,1,3
20679,CARRIERS_LEGAL_LIABILITY,POLICY_TYPE_CARRIERS_LEGAL_LIABILITY,POLICY_TYPE,Carriers Legal Liability Insurance,CARRIERS LEGAL LIABILITY,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,263,,1,3
20916,2_WHEELER_PASSENGER,POLICY_TYPE_2_WHEELER_PASSENGER,POLICY_TYPE,Two Wheeler Passenger Insurance,2 WHEELER PASSENGER,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,284,,1,3
20763,MOTOR_COMMERCIAL_VEHICLE_PACKAGE_POLICY,POLICY_TYPE_MOTOR_COMMERCIAL_VEHICLE_PACKAGE_POLICY,POLICY_TYPE,Motor_Commercial_vehicle_Package_Policy,Motor Commercial vehicle Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,195,,1,3
20918,E-CART_3_WHEELER,POLICY_TYPE_E-CART_3_WHEELER,POLICY_TYPE,E-Cart 3-Wheeler Insurance,E-CART 3 WHEELER,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,286,,1,3
20884,CONTRACTOR_ALL_RISK_INSURANCE,POLICY_TYPE_CONTRACTOR_ALL_RISK_INSURANCE,POLICY_TYPE,Contractors All Risk Insurance (CAR),Contractor All Risk Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,237,,1,3
20703,FORTUNE_GUARANTEE_PLUS,POLICY_TYPE_FORTUNE_GUARANTEE_PLUS,POLICY_TYPE,Fortune Guarantee Plus,FORTUNE GUARANTEE PLUS,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,297,,1,3
20863,MACHINERY_BREAKDOWN,POLICY_TYPE_MACHINERY_BREAKDOWN,POLICY_TYPE,Machinery Breakdown Insurance (MBD),MACHINERY BREAKDOWN,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,212,,1,3
20869,MOTOR_LIABILITY_POLICY_-_PRIVATE_CAR,POLICY_TYPE_MOTOR_LIABILITY_POLICY_-_PRIVATE_CAR,POLICY_TYPE,Motor Liability Policy – Private Car,Motor Liability Policy - Private Car,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,219,,1,3
20676,TWO_WHEELER_-_ELECTRIC,POLICY_TYPE_TWO_WHEELER_-_ELECTRIC,POLICY_TYPE,Electric Two Wheeler Insurance,TWO WHEELER - ELECTRIC,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,202,,1,3
20904,CYBER_SAFE,POLICY_TYPE_CYBER_SAFE,POLICY_TYPE,Cyber Safe Insurance,CYBER SAFE,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,258,,1,3
20908,HOTEL_AND_RESTAURANT_PACKAGE_POLICY,POLICY_TYPE_HOTEL_AND_RESTAURANT_PACKAGE_POLICY,POLICY_TYPE,Hotel & Restaurant Package Policy,Hotel and Restaurant Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,275,,1,3
20768,GROUP_PERSONAL_ACCIDENT_POLICY,POLICY_TYPE_GROUP_PERSONAL_ACCIDENT_POLICY,POLICY_TYPE,Group_Personal_Accident_Policy,Group Personal Accident Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,207,,1,3
20668,MOTOR_GCV_POLICY,POLICY_TYPE_MOTOR_GCV_POLICY,POLICY_TYPE,Motor Goods Carrying Vehicle Insurance,Motor GCV Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,189,,1,3
20906,SPECIAL_CONTINGENCY_POLICY,POLICY_TYPE_SPECIAL_CONTINGENCY_POLICY,POLICY_TYPE,Special Contingency Insurance,SPECIAL CONTINGENCY POLICY,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,260,,1,3
20873,MARINE_CARGO_-_SPECIFIC_POLICY,POLICY_TYPE_MARINE_CARGO_-_SPECIFIC_POLICY,POLICY_TYPE,Marine Cargo Specific Policy,Marine Cargo - Specific Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,223,,1,3
20862,MARINE_CARGO_-_OPEN_POLICY,POLICY_TYPE_MARINE_CARGO_-_OPEN_POLICY,POLICY_TYPE,Marine Cargo Open Policy,Marine Cargo - Open Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,211,,1,3
20671,TRADERS_PACKAGE_POLICY,POLICY_TYPE_TRADERS_PACKAGE_POLICY,POLICY_TYPE,Traders Package Policy,Traders Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,193,,1,3
20880,INDUSTRIAL_ALL_RISK,POLICY_TYPE_INDUSTRIAL_ALL_RISK,POLICY_TYPE,Industrial All Risk Insurance,Industrial All Risk,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,233,,1,3
20672,BANKERS_INDEMNITY_INSURANCE,POLICY_TYPE_BANKERS_INDEMNITY_INSURANCE,POLICY_TYPE,Bankers Indemnity Insurance,Bankers Indemnity Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,196,,1,3
20698,ICICI_PRU_SIGNATURE,POLICY_TYPE_ICICI_PRU_SIGNATURE,POLICY_TYPE,ICICI Pru Signature,ICICI PRU SIGNATURE,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,290,,1,3
20762,GROUP_MEDICLAIM_POLICY,POLICY_TYPE_GROUP_MEDICLAIM_POLICY,POLICY_TYPE,Group_Mediclaim_Policy,Group Mediclaim Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,194,,1,3
20881,STANDARD_FIRE_AND_SPECIAL_PERILS,POLICY_TYPE_STANDARD_FIRE_AND_SPECIAL_PERILS,POLICY_TYPE,Standard Fire & Special Perils Policy,Standard Fire and Special Perils,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,234,,1,3
20673,MOTOR_PRIVATE_CAR_PACKAGE_POLICY,POLICY_TYPE_MOTOR_PRIVATE_CAR_PACKAGE_POLICY,POLICY_TYPE,Motor Private Car Insurance,Motor Private Car Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,198,,1,3
20669,CONTRACTORS_PLANT_AND_MACHINERY_INSURANCE,POLICY_TYPE_CONTRACTORS_PLANT_AND_MACHINERY_INSURANCE,POLICY_TYPE,Contractors Plant & Machinery Insurance (CPM),Contractors Plant and Machinery Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,190,,1,3
20707,GINP,POLICY_TYPE_GINP,POLICY_TYPE,Group Insurance & Pension,GINP,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,302,,1,3
20891,ELECTRONIC_EQUIPMENTS_INSURANCE,POLICY_TYPE_ELECTRONIC_EQUIPMENTS_INSURANCE,POLICY_TYPE,Electronic Equipment Insurance (EEI),Electronic Equipments Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,245,,1,3
20859,MOTOR_LIABILITY_POLICY_-_COMMERCIAL_VEHILE,POLICY_TYPE_MOTOR_LIABILITY_POLICY_-_COMMERCIAL_VEHILE,POLICY_TYPE,Motor Liability Policy – Commercial Vehicle,Motor Liability Policy - Commercial Vehile,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,206,,1,3
20872,MARINE_TRANSIT_POLICY,POLICY_TYPE_MARINE_TRANSIT_POLICY,POLICY_TYPE,Marine Transit Insurance,Marine Transit Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,222,,1,3
20675,BANK_LOCKER_PROTECTOR_POLICY_SCHEDULE,POLICY_TYPE_BANK_LOCKER_PROTECTOR_POLICY_SCHEDULE,POLICY_TYPE,Bank Locker Protector Policy,Bank Locker Protector Policy Schedule,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,201,,1,3
20766,MACHINERY_BREAKDOWN_INSURANCE,POLICY_TYPE_MACHINERY_BREAKDOWN_INSURANCE,POLICY_TYPE,Machinery_Breakdown_Insurance,Machinery Breakdown Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,204,,1,3
20701,HDFC_LIFE_CLICK_2_PROTECT_3D_PLUS,POLICY_TYPE_HDFC_LIFE_CLICK_2_PROTECT_3D_PLUS,POLICY_TYPE,HDFC Life Click 2 Protect 3D Plus,HDFC LIFE CLICK 2 PROTECT 3D PLUS,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,293,,1,3
20895,PMFBY_-_CROP_INSURANCE,POLICY_TYPE_PMFBY_-_CROP_INSURANCE,POLICY_TYPE,Pradhan Mantri Fasal Bima Yojana (PMFBY) Crop Insurance,PMFBY - Crop Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,249,,1,3
20866,MOTOR_3_WHEELER_PASSENGER_CARRYING_POLICY,POLICY_TYPE_MOTOR_3_WHEELER_PASSENGER_CARRYING_POLICY,POLICY_TYPE,Motor 3-Wheeler Passenger Carrying Vehicle Insurance,Motor 3 Wheeler Passenger Carrying Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,215,,1,3
20903,BSB_RABI,POLICY_TYPE_BSB_RABI,POLICY_TYPE,Bharat Suraksha Bima – Rabi,BSB Rabi,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,257,,1,3
20706,MAX_LIFE_GUARANTEED_LIFETIME_INCOME_PLAN,POLICY_TYPE_MAX_LIFE_GUARANTEED_LIFETIME_INCOME_PLAN,POLICY_TYPE,Max Life Guaranteed Lifetime Income Plan,MAX LIFE GUARANTEED LIFETIME INCOME PLAN,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,301,,1,3
20912,SIGNATURE_PROFESSIONAL_INDEMNITY,POLICY_TYPE_SIGNATURE_PROFESSIONAL_INDEMNITY,POLICY_TYPE,Signature Professional Indemnity Insurance,Signature Professional Indemnity,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,279,,1,3
20879,OFFICE_PACKAGE_POLICY,POLICY_TYPE_OFFICE_PACKAGE_POLICY,POLICY_TYPE,Office Package Policy,Office Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,232,,1,3
20686,MARINE_ANNUAL_POLICY,POLICY_TYPE_MARINE_ANNUAL_POLICY,POLICY_TYPE,Marine Annual Policy,Marine Annual Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,270,,1,3
20678,PORT_PACKAGE_POLICY,POLICY_TYPE_PORT_PACKAGE_POLICY,POLICY_TYPE,Port Package Insurance,Port Package Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,262,,1,3
20682,COMMERCIAL_VEHICLE_CLASS_G,POLICY_TYPE_COMMERCIAL_VEHICLE_CLASS_G,POLICY_TYPE,Commercial Vehicle Class G Insurance,COMMERCIAL VEHICLE CLASS G,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,266,,1,3
20877,ERECTION_ALL_RISK_INSURANCE,POLICY_TYPE_ERECTION_ALL_RISK_INSURANCE,POLICY_TYPE,Erection All Risk (EAR),Erection All Risk Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,230,,1,3
20684,CRITICAL_ILLNESS_POLICY,POLICY_TYPE_CRITICAL_ILLNESS_POLICY,POLICY_TYPE,Critical Illness Insurance,Critical Illness Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,268,,1,3
20910,LOSS_OF_LICENSE_INSUARANCE,POLICY_TYPE_LOSS_OF_LICENSE_INSUARANCE,POLICY_TYPE,Loss of License Insurance,Loss Of License Insuarance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,277,,1,3
20889,PROFESSIONAL_INDEMNITY_INSURANCE,POLICY_TYPE_PROFESSIONAL_INDEMNITY_INSURANCE,POLICY_TYPE,Professional Indemnity Insurance (PI),Professional Indemnity Insurance,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,243,,1,3
20699,CLICK_2_PROTECT_LIFE,POLICY_TYPE_CLICK_2_PROTECT_LIFE,POLICY_TYPE,Click 2 Protect Life Insurance,CLICK 2 PROTECT LIFE,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,291,,1,3
20865,MOTOR_3_WHEELER_GOODS_CARRYING_POLICY,POLICY_TYPE_MOTOR_3_WHEELER_GOODS_CARRYING_POLICY,POLICY_TYPE,Motor 3-Wheeler Goods Carrying Vehicle Insurance,Motor 3 Wheeler Goods Carrying Policy,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,214,,1,3
20702,SAVINGS_SURAKSHA,POLICY_TYPE_SAVINGS_SURAKSHA,POLICY_TYPE,Savings Suraksha,SAVINGS SURAKSHA,2025-08-19 06:06:43.997905+00,2025-08-19 06:06:43.997905+00,SYSTEM,SYSTEM,294,,1,3
20680,MOTOR_TRADE_ROAD_RISK_PACKAGE_POLICY_(CLASS_F),POLICY_TYPE_MOTOR_TRADE_ROAD_RISK_PACKAGE_POLICY_(CLASS_F),POLICY_TYPE,Motor Trade Road Risk Package Policy – Class F,Motor trade Road Risk Package policy (Class F),2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,264,,1,3
20905,INDUSTRY_PROTECTOR_INSURANCE_POLICY_(LAGHU_UDYAM),POLICY_TYPE_INDUSTRY_PROTECTOR_INSURANCE_POLICY_(LAGHU_UDYAM),POLICY_TYPE,Industry Protector Insurance Policy – Laghu Udyam,Industry Protector insurance Policy (Laghu Udyam),2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,259,,1,3
20667,MARINE_HULL,POLICY_TYPE_MARINE_HULL,POLICY_TYPE,Marine Hull Insurance,Marine Hull,2025-08-18 16:08:13.072431+00,2025-08-18 16:08:13.072431+00,SYSTEM,SYSTEM,188,,1,3
30101,DIRECTORS_AND_OFFICERS_LIABILITY,POLICY_TYPE_DIRECTORS_AND_OFFICERS_LIABILITY,POLICY_TYPE,Directors and officers liability,Directors and officers liability,2026-02-26 14:21:05.912254+00,2026-02-26 14:21:05.912254+00,SYSTEM,SYSTEM,31,,1,5
30102,AVIATION_HULL_AND_LIABILITY,POLICY_TYPE_AVIATION_HULL_AND_LIABILITY,POLICY_TYPE,Aviation Hull and Liability,Aviation Hull and Liability,2026-02-26 14:29:54.738034+00,2026-02-26 14:29:54.738034+00,SYSTEM,SYSTEM,31,,1,5
30103,STOCK_FLOATER,POLICY_TYPE_STOCK_FLOATER,POLICY_TYPE,Stock floater,Stock floater,2026-02-26 14:34:30.987424+00,2026-02-26 14:34:30.987424+00,SYSTEM,SYSTEM,31,,1,5
30071,STANDARD_FIRE_AND_SPECIAL_PERILS_POLICY,POLICY_TYPE_STANDARD_FIRE_AND_SPECIAL_PERILS_POLICY,POLICY_TYPE,Standard Fire & Special Perils Policy,Standard Fire & Special Perils Policy,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,1,,1,5
30072,BURGLARY_INSURANCE,POLICY_TYPE_BURGLARY_INSURANCE,POLICY_TYPE,Burglary Insurance,Burglary Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,2,,1,5
30073,ELECTRONIC_EQUIPMENT_INSURANCE_EEI,POLICY_TYPE_ELECTRONIC_EQUIPMENT_INSURANCE_EEI,POLICY_TYPE,Electronic Equipment Insurance (EEI),Electronic Equipment Insurance (EEI),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,3,,1,5
30074,ALL_RISK_POLICY,POLICY_TYPE_ALL_RISK_POLICY,POLICY_TYPE,All Risk Policy,All Risk Policy,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,4,,1,5
30075,MACHINERY_BREAKDOWN_INSURANCE_MBD,POLICY_TYPE_MACHINERY_BREAKDOWN_INSURANCE_MBD,POLICY_TYPE,Machinery Breakdown Insurance (MBD),Machinery Breakdown Insurance (MBD),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,5,,1,5
30076,INDUSTRIAL_ALL_RISK_INSURANCE,POLICY_TYPE_INDUSTRIAL_ALL_RISK_INSURANCE,POLICY_TYPE,Industrial All Risk Insurance,Industrial All Risk Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,6,,1,5
30077,CONTRACTORS_ALL_RISK_INSURANCE_CAR,POLICY_TYPE_CONTRACTORS_ALL_RISK_INSURANCE_CAR,POLICY_TYPE,Contractors All Risk Insurance (CAR),Contractors All Risk Insurance (CAR),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,7,,1,5
30078,CONTRACTORS_PLANT_AND_MACHINERY_INSURANCE_CPM,POLICY_TYPE_CONTRACTORS_PLANT_AND_MACHINERY_INSURANCE_CPM,POLICY_TYPE,Contractors Plant & Machinery Insurance (CPM),Contractors Plant & Machinery Insurance (CPM),2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,8,,1,5
30079,POLITICAL_VIOLENCE_AND_TERRORISM,POLICY_TYPE_POLITICAL_VIOLENCE_AND_TERRORISM,POLICY_TYPE,Political violence and terrorism,Political violence and terrorism,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,9,,1,5
30080,MONEY_INSURANCE,POLICY_TYPE_MONEY_INSURANCE,POLICY_TYPE,Money Insurance,Money Insurance,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,10,,1,5
30081,DOMESTIC_PACKAGE,POLICY_TYPE_DOMESTIC_PACKAGE,POLICY_TYPE,Domestic package,Domestic package,2026-01-02 12:05:31.80073+00,2026-01-02 12:05:31.80073+00,SYSTEM,SYSTEM,11,,1,5
